defined_class	defined_class_label	affected_entity_1_super	affected_entity_1_super_label	pato_id	pato_id_label
http://purl.obolibrary.org/obo/HP_0031313	Abdominal aortic calcification	http://purl.obolibrary.org/obo/UBERON_0001516	abdominal aorta	http://purl.obolibrary.org/obo/PATO_0001447	calcified
http://purl.obolibrary.org/obo/HP_0003270	Abdominal distention	http://purl.obolibrary.org/obo/UBERON_0000916	abdomen	http://purl.obolibrary.org/obo/PATO_0001602	distended
http://purl.obolibrary.org/obo/HP_0010866	Abdominal wall defect	http://purl.obolibrary.org/obo/UBERON_0003697	abdominal wall	http://purl.obolibrary.org/obo/PATO_0000609	closure incomplete
http://purl.obolibrary.org/obo/HP_0011224	Ablepharon	http://purl.obolibrary.org/obo/UBERON_0001711	eyelid	http://purl.obolibrary.org/obo/PATO_0001483	aplastic
http://purl.obolibrary.org/obo/HP_0009316	Abnormal 3rd finger phalanx morphology	http://purl.obolibrary.org/obo/UBERON_0003637	manual digit 3 phalanx	http://purl.obolibrary.org/obo/PATO_0000051	morphology
http://purl.obolibrary.org/obo/HP_0009172	Abnormal 4th finger phalanx morphology	http://purl.obolibrary.org/obo/UBERON_0003638	manual digit 4 phalanx	http://purl.obolibrary.org/obo/PATO_0000051	morphology
http://purl.obolibrary.org/obo/HP_0004213	Abnormal 5th finger phalanx morphology	http://purl.obolibrary.org/obo/UBERON_0003639	manual digit 5 phalanx	http://purl.obolibrary.org/obo/PATO_0000051	morphology
http://purl.obolibrary.org/obo/HP_0010975	Abnormal B cell count	http://purl.obolibrary.org/obo/CL_0000236	B cell	http://purl.obolibrary.org/obo/PATO_0000070	amount
http://purl.obolibrary.org/obo/HP_0002846	Abnormal B cell morphology	http://purl.obolibrary.org/obo/CL_0000236	B cell	http://purl.obolibrary.org/obo/PATO_0000051	morphology
http://purl.obolibrary.org/obo/HP_0031380	Abnormal B cell proliferation	http://purl.obolibrary.org/obo/GO_0042100	B cell proliferation	http://purl.obolibrary.org/obo/PATO_0001236	process quality
http://purl.obolibrary.org/obo/HP_0011400	Abnormal CNS myelination	http://purl.obolibrary.org/obo/GO_0022010	central nervous system myelination	http://purl.obolibrary.org/obo/PATO_0001236	process quality
http://purl.obolibrary.org/obo/HP_0011490	Abnormal Descemet membrane morphology	http://purl.obolibrary.org/obo/UBERON_0004367	Descemet's membrane	http://purl.obolibrary.org/obo/PATO_0000051	morphology
http://purl.obolibrary.org/obo/HP_0410035	Abnormal T cell activation	http://purl.obolibrary.org/obo/GO_0042110	T cell activation	http://purl.obolibrary.org/obo/PATO_0001236	process quality
http://purl.obolibrary.org/obo/HP_0011839	Abnormal T cell count	http://purl.obolibrary.org/obo/CL_0000084	T cell	http://purl.obolibrary.org/obo/PATO_0000070	amount
