defined_class	defined_class_label	affected_entity_1_super	affected_entity_1_super_label	pato_id	pato_id_label
http://purl.obolibrary.org/obo/UPHENO_0002210	abnormal N-glycan levels	http://purl.obolibrary.org/obo/CHEBItemp_0002135	N-glycan chain	http://purl.obolibrary.org/obo/PATO_0000070	amount
http://purl.obolibrary.org/obo/UPHENO_0002219	abnormal O-glycan levels	http://purl.obolibrary.org/obo/CHEBItemp_0002136	O-glycan chain	http://purl.obolibrary.org/obo/PATO_0000070	amount
http://purl.obolibrary.org/obo/UPHENO_0002211	abnormal free glycan levels	http://purl.obolibrary.org/obo/CHEBItemp_0002143	free glycan	http://purl.obolibrary.org/obo/PATO_0000070	amount
http://purl.obolibrary.org/obo/UPHENO_0002010	abnormal glycan branching	http://purl.obolibrary.org/obo/CHEBItemp_0002131	glycan	http://purl.obolibrary.org/obo/PATO_0002009	branchiness
http://purl.obolibrary.org/obo/UPHENO_0002041	abnormal glycan length	http://purl.obolibrary.org/obo/CHEBItemp_0002131	glycan	http://purl.obolibrary.org/obo/PATO_0000122	length
http://purl.obolibrary.org/obo/UPHENO_0002002	abnormal glycan levels	http://purl.obolibrary.org/obo/CHEBItemp_0002131	glycan	http://purl.obolibrary.org/obo/PATO_0000070	amount
http://purl.obolibrary.org/obo/UPHENO_0002189	abnormal glyco-conjugate levels	http://purl.obolibrary.org/obo/CHEBItemp_0002148	glyco-conjugate	http://purl.obolibrary.org/obo/PATO_0000070	amount
http://purl.obolibrary.org/obo/UPHENO_0002106	abnormal glycoaminoacid levels	http://purl.obolibrary.org/obo/CHEBI_35258		http://purl.obolibrary.org/obo/PATO_0000070	amount
http://purl.obolibrary.org/obo/UPHENO_0002234	abnormal glycopeptide levels	http://purl.obolibrary.org/obo/CHEBI_24396		http://purl.obolibrary.org/obo/PATO_0000070	amount
http://purl.obolibrary.org/obo/UPHENO_0002233	abnormal glycoprotein levels	http://purl.obolibrary.org/obo/CHEBI_17089		http://purl.obolibrary.org/obo/PATO_0000070	amount
http://purl.obolibrary.org/obo/UPHENO_0002224	abnormal glycosidase activity	http://purl.obolibrary.org/obo/GO_0016798		http://purl.obolibrary.org/obo/PATO_0000001	quality
http://purl.obolibrary.org/obo/UPHENO_0002223	abnormal glycosyltransferase activity	http://purl.obolibrary.org/obo/GO_0016757		http://purl.obolibrary.org/obo/PATO_0000001	quality
http://purl.obolibrary.org/obo/UPHENO_0002225	abnormal oligosaccharyl transferase activity	http://purl.obolibrary.org/obo/GO_0004576		http://purl.obolibrary.org/obo/PATO_0000001	quality
http://purl.obolibrary.org/obo/UPHENO_0002214	decreased free glycan levels	http://purl.obolibrary.org/obo/CHEBItemp_0002143	free glycan	http://purl.obolibrary.org/obo/PATO_0001997	decreased amount
http://purl.obolibrary.org/obo/UPHENO_0002228	decreased glycan branching	http://purl.obolibrary.org/obo/CHEBItemp_0002131	glycan	http://purl.obolibrary.org/obo/PATO_0002286	decreased branchiness
http://purl.obolibrary.org/obo/UPHENO_0002115	decreased glycan length	http://purl.obolibrary.org/obo/CHEBItemp_0002131	glycan	http://purl.obolibrary.org/obo/PATO_0000574	decreased length
http://purl.obolibrary.org/obo/UPHENO_0002213	increased free glycan levels	http://purl.obolibrary.org/obo/CHEBItemp_0002143	free glycan	http://purl.obolibrary.org/obo/PATO_0000470	increased amount
http://purl.obolibrary.org/obo/UPHENO_0002227	increased glycan branching	http://purl.obolibrary.org/obo/CHEBItemp_0002131	glycan	http://purl.obolibrary.org/obo/PATO_0002285	increased branchiness
http://purl.obolibrary.org/obo/UPHENO_0002114	increased glycan length	http://purl.obolibrary.org/obo/CHEBItemp_0002131	glycan	http://purl.obolibrary.org/obo/PATO_0000573	increased length
