Level	Rule Name	Subject	Property	Value
WARN	duplicate_exact_synonym	UPHENO:0080524	oboInOwl:hasExactSynonym	
WARN	duplicate_exact_synonym	UPHENO:0081403	oboInOwl:hasExactSynonym	
WARN	duplicate_exact_synonym	UPHENO:0080515	oboInOwl:hasExactSynonym	
WARN	duplicate_exact_synonym	UPHENO:0081409	oboInOwl:hasExactSynonym	
WARN	duplicate_exact_synonym	UPHENO:0080477	oboInOwl:hasExactSynonym	
WARN	duplicate_exact_synonym	UPHENO:0081408	oboInOwl:hasExactSynonym	
WARN	duplicate_exact_synonym	UPHENO:0080438	oboInOwl:hasExactSynonym	
WARN	duplicate_exact_synonym	UPHENO:0081401	oboInOwl:hasExactSynonym	
WARN	duplicate_label_synonym	UPHENO:0067991	oboInOwl:hasExactSynonym	increased level of hydroxyproline in urine
WARN	duplicate_label_synonym	UPHENO:0067992	oboInOwl:hasExactSynonym	increased level of leucine in blood
WARN	duplicate_label_synonym	UPHENO:0067993	oboInOwl:hasExactSynonym	increased level of iron atom in intestine
WARN	duplicate_label_synonym	UPHENO:0067994	oboInOwl:hasExactSynonym	increased level of glycogen in liver
WARN	duplicate_label_synonym	UPHENO:0067995	oboInOwl:hasExactSynonym	increased level of glutamine in urine
WARN	duplicate_label_synonym	UPHENO:0067996	oboInOwl:hasExactSynonym	increased level of creatine in urine
WARN	duplicate_label_synonym	UPHENO:0067997	oboInOwl:hasExactSynonym	increased level of chemical entity in muscle organ
WARN	duplicate_label_synonym	UPHENO:0067998	oboInOwl:hasExactSynonym	increased level of chemical entity in feces
WARN	duplicate_label_synonym	UPHENO:0068000	oboInOwl:hasExactSynonym	increased level of chemical entity in plasma membrane
WARN	duplicate_label_synonym	UPHENO:0068001	oboInOwl:hasExactSynonym	increased level of copper(0) in blood
WARN	duplicate_label_synonym	UPHENO:0068002	oboInOwl:hasExactSynonym	increased level of chemical entity in lysosome
WARN	duplicate_label_synonym	UPHENO:0068003	oboInOwl:hasExactSynonym	increased level of myoglobin in urine
WARN	duplicate_label_synonym	UPHENO:0068004	oboInOwl:hasExactSynonym	increased level of progesterone in blood
WARN	duplicate_label_synonym	UPHENO:0068005	oboInOwl:hasExactSynonym	increased level of tumor necrosis factor in blood
WARN	duplicate_label_synonym	UPHENO:0068008	oboInOwl:hasExactSynonym	increased level of adrenaline in blood
WARN	duplicate_label_synonym	UPHENO:0068010	oboInOwl:hasExactSynonym	increased level of chloride in blood
WARN	duplicate_label_synonym	UPHENO:0068011	oboInOwl:hasExactSynonym	increased level of glycerol in blood
WARN	duplicate_label_synonym	UPHENO:0068013	oboInOwl:hasExactSynonym	increased level of cystathionine in blood
WARN	duplicate_label_synonym	UPHENO:0068018	oboInOwl:hasExactSynonym	increased level of copper atom in brainstem
WARN	duplicate_label_synonym	UPHENO:0068019	oboInOwl:hasExactSynonym	increased level of proline in urine
WARN	duplicate_label_synonym	UPHENO:0068021	oboInOwl:hasExactSynonym	increased level of sphingolipid in plasma membrane
WARN	duplicate_label_synonym	UPHENO:0068023	oboInOwl:hasExactSynonym	increased level of methylmalonic acid in urine
WARN	duplicate_label_synonym	UPHENO:0068024	oboInOwl:hasExactSynonym	increased level of uric acid in urine
WARN	duplicate_label_synonym	UPHENO:0068026	oboInOwl:hasExactSynonym	increased level of aldosterone in urine
WARN	duplicate_label_synonym	UPHENO:0068027	oboInOwl:hasExactSynonym	increased level of corticotropin in blood
WARN	duplicate_label_synonym	UPHENO:0068028	oboInOwl:hasExactSynonym	increased level of protein polypeptide chain in blood
WARN	duplicate_label_synonym	UPHENO:0068030	oboInOwl:hasExactSynonym	increased level of histamine in blood
WARN	duplicate_label_synonym	UPHENO:0068033	oboInOwl:hasExactSynonym	increased level of interferon gamma in blood
WARN	duplicate_label_synonym	UPHENO:0068034	oboInOwl:hasExactSynonym	increased level of ghrelin in blood
WARN	duplicate_label_synonym	UPHENO:0068035	oboInOwl:hasExactSynonym	increased level of sulfoglycosphingolipid in brain
WARN	duplicate_label_synonym	UPHENO:0068036	oboInOwl:hasExactSynonym	increased level of hydrogencarbonate in urine
WARN	duplicate_label_synonym	UPHENO:0068037	oboInOwl:hasExactSynonym	increased level of histidine in urine
WARN	duplicate_label_synonym	UPHENO:0068038	oboInOwl:hasExactSynonym	increased level of glutamate dehydrogenase 1, mitochondrial in blood
WARN	duplicate_label_synonym	UPHENO:0068042	oboInOwl:hasExactSynonym	increased level of threonine in urine
WARN	duplicate_label_synonym	UPHENO:0068044	oboInOwl:hasExactSynonym	increased level of sterol in brain
WARN	duplicate_label_synonym	UPHENO:0068045	oboInOwl:hasExactSynonym	increased level of mineralocorticoid in blood
WARN	duplicate_label_synonym	UPHENO:0068046	oboInOwl:hasExactSynonym	increased level of glycosaminoglycan in urine
WARN	duplicate_label_synonym	UPHENO:0068047	oboInOwl:hasExactSynonym	increased level of lipid in blood
WARN	duplicate_label_synonym	UPHENO:0068049	oboInOwl:hasExactSynonym	increased level of chemical entity in blood plasma
WARN	duplicate_label_synonym	UPHENO:0068054	oboInOwl:hasExactSynonym	increased level of glucose in urine
WARN	duplicate_label_synonym	UPHENO:0068055	oboInOwl:hasExactSynonym	increased level of triglyceride in blood
WARN	duplicate_label_synonym	UPHENO:0068056	oboInOwl:hasExactSynonym	increased level of insulin gene translation product in blood
WARN	duplicate_label_synonym	UPHENO:0068057	oboInOwl:hasExactSynonym	increased level of triglyceride in liver
WARN	duplicate_label_synonym	UPHENO:0068059	oboInOwl:hasExactSynonym	increased level of citrate(3-) in urine
WARN	duplicate_label_synonym	UPHENO:0068061	oboInOwl:hasExactSynonym	increased level of glycogen in brain
WARN	duplicate_label_synonym	UPHENO:0068063	oboInOwl:hasExactSynonym	increased level of potassium atom in blood
WARN	duplicate_label_synonym	UPHENO:0068064	oboInOwl:hasExactSynonym	increased level of chemical entity in bodily fluid
