defined_class	defined_class_label	affected_entity_1_super	affected_entity_1_super_label	affected_entity_2_super	affected_entity_2_super_label	pato_id	pato_id_label
http://purl.obolibrary.org/obo/MP_0001105	abnormal PNS glial cell morphology	http://purl.obolibrary.org/obo/UBERON_0000010		http://purl.obolibrary.org/obo/CL_0000243		http://purl.obolibrary.org/obo/PATO_0000001	
http://purl.obolibrary.org/obo/MP_0004210	abnormal bitter taste sensitivity	http://purl.obolibrary.org/obo/UBERON_0000468		http://purl.obolibrary.org/obo/GO_0050913		http://purl.obolibrary.org/obo/PATO_0000085	
http://purl.obolibrary.org/obo/MP_0002999	abnormal bone healing	http://purl.obolibrary.org/obo/GO_0042060		http://purl.obolibrary.org/obo/UBERON_0001474		http://purl.obolibrary.org/obo/PATO_0000001	
http://purl.obolibrary.org/obo/MP_0010122	abnormal bone mineral content	http://purl.obolibrary.org/obo/UBERON_0001474		http://purl.obolibrary.org/obo/CHEBI_46662		http://purl.obolibrary.org/obo/PATO_0000025	
http://purl.obolibrary.org/obo/MP_0020861	abnormal corneal wound healing	http://purl.obolibrary.org/obo/GO_0042060		http://purl.obolibrary.org/obo/UBERON_0000964		http://purl.obolibrary.org/obo/PATO_0000001	
http://purl.obolibrary.org/obo/MP_0001588	abnormal hemoglobin	http://purl.obolibrary.org/obo/CL_0000232		http://purl.obolibrary.org/obo/CHEBI_35143		http://purl.obolibrary.org/obo/PATO_0000001	
http://purl.obolibrary.org/obo/MP_0009660	abnormal induced retinal neovascularization	http://purl.obolibrary.org/obo/UBERON_0000966		http://purl.obolibrary.org/obo/GO_0001974		http://purl.obolibrary.org/obo/PATO_0000077	
http://purl.obolibrary.org/obo/MP_0008828	abnormal lymph node cell ratio	http://purl.obolibrary.org/obo/UBERON_0000029		http://purl.obolibrary.org/obo/GO_0005623		http://purl.obolibrary.org/obo/PATO_0001470	
http://purl.obolibrary.org/obo/MP_0009587	abnormal plasma membrane sphingolipid content	http://purl.obolibrary.org/obo/GO_0005886		http://purl.obolibrary.org/obo/CHEBI_26739		http://purl.obolibrary.org/obo/PATO_0000025	
http://purl.obolibrary.org/obo/MP_0003033	abnormal pulmonary vascular resistance	http://purl.obolibrary.org/obo/UBERON_0003512		http://purl.obolibrary.org/obo/GO_0008015		http://purl.obolibrary.org/obo/PATO_0001046	
