defined_class	defined_class_label	affected_entity_1_sub	affected_entity_1_sub_label	affected_entity_1_super	affected_entity_1_super_label	pato_id	pato_id_label
http://purl.obolibrary.org/obo/HP_0011849	Abnormal bone ossification	http://purl.obolibrary.org/obo/GO_0001503		http://purl.obolibrary.org/obo/UBERON_0001474		http://purl.obolibrary.org/obo/PATO_0000001	
http://purl.obolibrary.org/obo/HP_0009164	Abnormal calcification of the carpal bones	http://purl.obolibrary.org/obo/GO_0001503		http://purl.obolibrary.org/obo/UBERON_0001435		http://purl.obolibrary.org/obo/PATO_0001447	
http://purl.obolibrary.org/obo/HP_0003119	Abnormal circulating lipid concentration	http://purl.obolibrary.org/obo/GO_0006629		http://purl.obolibrary.org/obo/UBERON_0000178		http://purl.obolibrary.org/obo/PATO_0000001	
http://purl.obolibrary.org/obo/HP_0003336	Abnormal enchondral ossification	http://purl.obolibrary.org/obo/GO_0001958		http://purl.obolibrary.org/obo/UBERON_0001474		http://purl.obolibrary.org/obo/PATO_0000001	
http://purl.obolibrary.org/obo/HP_0010656	Abnormal epiphyseal ossification	http://purl.obolibrary.org/obo/GO_0001503		http://purl.obolibrary.org/obo/UBERON_0001437		http://purl.obolibrary.org/obo/PATO_0000001	
http://purl.obolibrary.org/obo/HP_0010675	Abnormal foot bone ossification	http://purl.obolibrary.org/obo/GO_0001503		http://purl.obolibrary.org/obo/UBERON_0001445		http://purl.obolibrary.org/obo/PATO_0000001	
http://purl.obolibrary.org/obo/HP_0012293	Abnormal genital pigmentation	http://purl.obolibrary.org/obo/GO_0043473		http://purl.obolibrary.org/obo/UBERON_0004176		http://purl.obolibrary.org/obo/PATO_0000001	
http://purl.obolibrary.org/obo/HP_0010660	Abnormal hand bone ossification	http://purl.obolibrary.org/obo/GO_0001503		http://purl.obolibrary.org/obo/UBERON_0001442		http://purl.obolibrary.org/obo/PATO_0000001	
http://purl.obolibrary.org/obo/HP_0012791	Abnormal humeral ossification	http://purl.obolibrary.org/obo/GO_0001503		http://purl.obolibrary.org/obo/UBERON_0000976		http://purl.obolibrary.org/obo/PATO_0000001	
http://purl.obolibrary.org/obo/HP_0008034	Abnormal iris pigmentation	http://purl.obolibrary.org/obo/GO_0043473		http://purl.obolibrary.org/obo/UBERON_0001769		http://purl.obolibrary.org/obo/PATO_0000051	
http://purl.obolibrary.org/obo/HP_0004921	Abnormal magnesium concentration	http://purl.obolibrary.org/obo/GO_0010960		http://purl.obolibrary.org/obo/UBERON_0000178		http://purl.obolibrary.org/obo/PATO_0000070	
http://purl.obolibrary.org/obo/HP_0032096	Abnormal manganese concentration	http://purl.obolibrary.org/obo/GO_0055071		http://purl.obolibrary.org/obo/UBERON_0000178		http://purl.obolibrary.org/obo/PATO_0000070	
http://purl.obolibrary.org/obo/HP_0005089	Abnormal metaphyseal trabeculation	http://purl.obolibrary.org/obo/GO_0060343		http://purl.obolibrary.org/obo/UBERON_0001437		http://purl.obolibrary.org/obo/PATO_0000001	
http://purl.obolibrary.org/obo/HP_0008371	Abnormal metatarsal ossification	http://purl.obolibrary.org/obo/GO_0001503		http://purl.obolibrary.org/obo/UBERON_0001448		http://purl.obolibrary.org/obo/PATO_0000001	
http://purl.obolibrary.org/obo/HP_0011489	Abnormal migration of corneal endothelium	http://purl.obolibrary.org/obo/GO_0016477		http://purl.obolibrary.org/obo/UBERON_0001985		http://purl.obolibrary.org/obo/PATO_0000001	
http://purl.obolibrary.org/obo/HP_0009105	Abnormal ossification of the pubic bone	http://purl.obolibrary.org/obo/GO_0001503		http://purl.obolibrary.org/obo/UBERON_0001275		http://purl.obolibrary.org/obo/PATO_0000001	
http://purl.obolibrary.org/obo/HP_0045003	Abnormal ossification of the scaphoid	http://purl.obolibrary.org/obo/GO_0001503		http://purl.obolibrary.org/obo/UBERON_0001427		http://purl.obolibrary.org/obo/PATO_0000001	
http://purl.obolibrary.org/obo/HP_0045001	Abnormal ossification of the trapezium	http://purl.obolibrary.org/obo/GO_0001503		http://purl.obolibrary.org/obo/UBERON_0001430		http://purl.obolibrary.org/obo/PATO_0000001	
http://purl.obolibrary.org/obo/HP_0045004	Abnormal ossification of the trapezoid bone	http://purl.obolibrary.org/obo/GO_0001503		http://purl.obolibrary.org/obo/UBERON_0001431		http://purl.obolibrary.org/obo/PATO_0000001	
http://purl.obolibrary.org/obo/HP_0009106	Abnormal pelvis bone ossification	http://purl.obolibrary.org/obo/GO_0001503		http://purl.obolibrary.org/obo/UBERON_0007830		http://purl.obolibrary.org/obo/PATO_0000001	
http://purl.obolibrary.org/obo/HP_0100669	Abnormal pigmentation of the oral mucosa	http://purl.obolibrary.org/obo/GO_0043473		http://purl.obolibrary.org/obo/UBERON_0003729		http://purl.obolibrary.org/obo/PATO_0000001	
http://purl.obolibrary.org/obo/HP_0012306	Abnormal rib ossification	http://purl.obolibrary.org/obo/GO_0001503		http://purl.obolibrary.org/obo/UBERON_0002228		http://purl.obolibrary.org/obo/PATO_0000001	
http://purl.obolibrary.org/obo/HP_0011863	Abnormal sternal ossification	http://purl.obolibrary.org/obo/GO_0001503		http://purl.obolibrary.org/obo/UBERON_0000975		http://purl.obolibrary.org/obo/PATO_0000001	
http://purl.obolibrary.org/obo/HP_0008369	Abnormal tarsal ossification	http://purl.obolibrary.org/obo/GO_0001503		http://purl.obolibrary.org/obo/UBERON_0001447		http://purl.obolibrary.org/obo/PATO_0000001	
http://purl.obolibrary.org/obo/HP_0006257	Abnormality of carpal bone ossification	http://purl.obolibrary.org/obo/GO_0001503		http://purl.obolibrary.org/obo/UBERON_0001435		http://purl.obolibrary.org/obo/PATO_0000001	
http://purl.obolibrary.org/obo/HP_0030493	Abnormality of foveal pigmentation	http://purl.obolibrary.org/obo/GO_0043473		http://purl.obolibrary.org/obo/UBERON_0001786		http://purl.obolibrary.org/obo/PATO_0000051	
http://purl.obolibrary.org/obo/HP_0031605	Abnormality of fundus pigmentation	http://purl.obolibrary.org/obo/GO_0043473		http://purl.obolibrary.org/obo/UBERON_0003951		http://purl.obolibrary.org/obo/PATO_0000051	
http://purl.obolibrary.org/obo/HP_0009887	Abnormality of hair pigmentation	http://purl.obolibrary.org/obo/GO_0043473		http://purl.obolibrary.org/obo/UBERON_0001037		http://purl.obolibrary.org/obo/PATO_0000001	
http://purl.obolibrary.org/obo/HP_0008002	Abnormality of macular pigmentation	http://purl.obolibrary.org/obo/GO_0043473		http://purl.obolibrary.org/obo/UBERON_0000053		http://purl.obolibrary.org/obo/PATO_0000001	
http://purl.obolibrary.org/obo/HP_0003287	Abnormality of mitochondrial metabolism	http://purl.obolibrary.org/obo/GO_0008152		http://purl.obolibrary.org/obo/GO_0005739		http://purl.obolibrary.org/obo/PATO_0000001	
http://purl.obolibrary.org/obo/HP_0007703	Abnormality of retinal pigmentation	http://purl.obolibrary.org/obo/GO_0043473		http://purl.obolibrary.org/obo/UBERON_0001782		http://purl.obolibrary.org/obo/PATO_0000001	
http://purl.obolibrary.org/obo/HP_0000927	Abnormality of skeletal maturation	http://purl.obolibrary.org/obo/GO_0070977		http://purl.obolibrary.org/obo/UBERON_0004288		http://purl.obolibrary.org/obo/PATO_0000001	
http://purl.obolibrary.org/obo/HP_0002703	Abnormality of skull ossification	http://purl.obolibrary.org/obo/GO_0001503		http://purl.obolibrary.org/obo/UBERON_0003129		http://purl.obolibrary.org/obo/PATO_0000001	
http://purl.obolibrary.org/obo/HP_0003110	Abnormality of urine homeostasis	http://purl.obolibrary.org/obo/GO_0042592		http://purl.obolibrary.org/obo/UBERON_0001088		http://purl.obolibrary.org/obo/PATO_0000001	
http://purl.obolibrary.org/obo/HP_0100569	Abnormally ossified vertebrae	http://purl.obolibrary.org/obo/GO_0001503		http://purl.obolibrary.org/obo/UBERON_0002412		http://purl.obolibrary.org/obo/PATO_0000001	
http://purl.obolibrary.org/obo/HP_0003892	Absent humeral epiphyseal ossification	http://purl.obolibrary.org/obo/GO_0001503		http://purl.obolibrary.org/obo/UBERON_0004382		http://purl.obolibrary.org/obo/PATO_0000462	
http://purl.obolibrary.org/obo/HP_0005623	Absent ossification of calvaria	http://purl.obolibrary.org/obo/GO_0001503		http://purl.obolibrary.org/obo/UBERON_0004339		http://purl.obolibrary.org/obo/PATO_0001558	
