defined_class	defined_class_label	affected_entity_1_sub	affected_entity_1_sub_label	affected_entity_1_super	affected_entity_1_super_label	pato_id	pato_id_label
http://purl.obolibrary.org/obo/MP_0013392	Meibomian gland inflammation	http://purl.obolibrary.org/obo/GO_0006954		http://purl.obolibrary.org/obo/UBERON_0001818		http://purl.obolibrary.org/obo/PATO_0000470	
http://purl.obolibrary.org/obo/MP_0005100	abnormal choroid pigmentation	http://purl.obolibrary.org/obo/GO_0043473		http://purl.obolibrary.org/obo/UBERON_0001776		http://purl.obolibrary.org/obo/PATO_0000001	
http://purl.obolibrary.org/obo/MP_0005101	abnormal ciliary body pigmentation	http://purl.obolibrary.org/obo/GO_0043473		http://purl.obolibrary.org/obo/UBERON_0001775		http://purl.obolibrary.org/obo/PATO_0000001	
http://purl.obolibrary.org/obo/MP_0009385	abnormal dermal pigmentation	http://purl.obolibrary.org/obo/GO_0043473		http://purl.obolibrary.org/obo/UBERON_0002067		http://purl.obolibrary.org/obo/PATO_0000001	
http://purl.obolibrary.org/obo/MP_0000569	abnormal digit pigmentation	http://purl.obolibrary.org/obo/GO_0043473		http://purl.obolibrary.org/obo/UBERON_0015249		http://purl.obolibrary.org/obo/PATO_0000001	
http://purl.obolibrary.org/obo/MP_0000015	abnormal ear pigmentation	http://purl.obolibrary.org/obo/GO_0043473		http://purl.obolibrary.org/obo/UBERON_0001459		http://purl.obolibrary.org/obo/PATO_0000001	
http://purl.obolibrary.org/obo/MP_0009387	abnormal epidermal pigmentation	http://purl.obolibrary.org/obo/GO_0043473		http://purl.obolibrary.org/obo/UBERON_0001003		http://purl.obolibrary.org/obo/PATO_0000001	
http://purl.obolibrary.org/obo/MP_0011007	abnormal epidermal stem cell apoptosis	http://purl.obolibrary.org/obo/GO_0006915		http://purl.obolibrary.org/obo/CL_1000428		http://purl.obolibrary.org/obo/PATO_0000001	
http://purl.obolibrary.org/obo/MP_0012394	abnormal erythrocyte calcium-activated potassium channel activity	http://purl.obolibrary.org/obo/GO_0015269		http://purl.obolibrary.org/obo/CL_0000232		http://purl.obolibrary.org/obo/PATO_0000001	
http://purl.obolibrary.org/obo/MP_0012385	abnormal erythrocyte potassium:chloride symporter activity	http://purl.obolibrary.org/obo/GO_0015379		http://purl.obolibrary.org/obo/CL_0000232		http://purl.obolibrary.org/obo/PATO_0000001	
http://purl.obolibrary.org/obo/MP_0012388	abnormal erythrocyte sodium:hydrogen antiporter activity	http://purl.obolibrary.org/obo/GO_0015385		http://purl.obolibrary.org/obo/CL_0000232		http://purl.obolibrary.org/obo/PATO_0000001	
http://purl.obolibrary.org/obo/MP_0012391	abnormal erythrocyte sodium:potassium-exchanging ATPase activity	http://purl.obolibrary.org/obo/GO_0005391		http://purl.obolibrary.org/obo/CL_0000232		http://purl.obolibrary.org/obo/PATO_0000001	
http://purl.obolibrary.org/obo/MP_0004108	abnormal esophageal peristalsis	http://purl.obolibrary.org/obo/GO_0030432		http://purl.obolibrary.org/obo/UBERON_0001043		http://purl.obolibrary.org/obo/PATO_0000001	
http://purl.obolibrary.org/obo/MP_0009379	abnormal foot pigmentation	http://purl.obolibrary.org/obo/GO_0043473		http://purl.obolibrary.org/obo/UBERON_0001513		http://purl.obolibrary.org/obo/PATO_0000001	
http://purl.obolibrary.org/obo/MP_0030052	abnormal forehead pigmentation	http://purl.obolibrary.org/obo/GO_0043473		http://purl.obolibrary.org/obo/UBERON_0016475		http://purl.obolibrary.org/obo/PATO_0000001	
http://purl.obolibrary.org/obo/MP_0003943	abnormal hepatobiliary system development	http://purl.obolibrary.org/obo/GO_0048731		http://purl.obolibrary.org/obo/UBERON_0002423		http://purl.obolibrary.org/obo/PATO_0000001	
http://purl.obolibrary.org/obo/MP_0012245	abnormal hepatoblast migration	http://purl.obolibrary.org/obo/GO_0016477		http://purl.obolibrary.org/obo/CL_0005026		http://purl.obolibrary.org/obo/PATO_0000001	
http://purl.obolibrary.org/obo/MP_0001752	abnormal hypothalamus secretion	http://purl.obolibrary.org/obo/GO_0032941		http://purl.obolibrary.org/obo/UBERON_0001898		http://purl.obolibrary.org/obo/PATO_0000001	
http://purl.obolibrary.org/obo/MP_0003289	abnormal intestinal peristalsis	http://purl.obolibrary.org/obo/GO_0030432		http://purl.obolibrary.org/obo/UBERON_0000160		http://purl.obolibrary.org/obo/PATO_0000001	
http://purl.obolibrary.org/obo/MP_0005102	abnormal iris pigmentation	http://purl.obolibrary.org/obo/GO_0043473		http://purl.obolibrary.org/obo/UBERON_0001769		http://purl.obolibrary.org/obo/PATO_0000001	
http://purl.obolibrary.org/obo/MP_0005541	abnormal iris stromal pigmentation	http://purl.obolibrary.org/obo/GO_0043473		http://purl.obolibrary.org/obo/UBERON_0001779		http://purl.obolibrary.org/obo/PATO_0000001	
http://purl.obolibrary.org/obo/MP_0009967	abnormal neuron proliferation	http://purl.obolibrary.org/obo/GO_0008283		http://purl.obolibrary.org/obo/CL_0000540		http://purl.obolibrary.org/obo/PATO_0000001	
http://purl.obolibrary.org/obo/MP_0002783	abnormal ovarian secretion	http://purl.obolibrary.org/obo/GO_0032941		http://purl.obolibrary.org/obo/UBERON_0000992		http://purl.obolibrary.org/obo/PATO_0000001	
http://purl.obolibrary.org/obo/MP_0001746	abnormal pituitary secretion	http://purl.obolibrary.org/obo/GO_0032941		http://purl.obolibrary.org/obo/UBERON_0000007		http://purl.obolibrary.org/obo/PATO_0000001	
http://purl.obolibrary.org/obo/MP_0002295	abnormal pulmonary circulation	http://purl.obolibrary.org/obo/GO_0008015		http://purl.obolibrary.org/obo/UBERON_0003512		http://purl.obolibrary.org/obo/PATO_0000001	
http://purl.obolibrary.org/obo/MP_0005103	abnormal retinal pigmentation	http://purl.obolibrary.org/obo/GO_0043473		http://purl.obolibrary.org/obo/UBERON_0001782		http://purl.obolibrary.org/obo/PATO_0000001	
http://purl.obolibrary.org/obo/MP_0009847	abnormal scrotum pigmentation	http://purl.obolibrary.org/obo/GO_0043473		http://purl.obolibrary.org/obo/UBERON_0015479		http://purl.obolibrary.org/obo/PATO_0000001	
http://purl.obolibrary.org/obo/MP_0002779	abnormal sex gland secretion	http://purl.obolibrary.org/obo/GO_0032941		http://purl.obolibrary.org/obo/UBERON_0003937		http://purl.obolibrary.org/obo/PATO_0000001	
http://purl.obolibrary.org/obo/MP_0002095	abnormal skin pigmentation	http://purl.obolibrary.org/obo/GO_0043473		http://purl.obolibrary.org/obo/UBERON_0002097		http://purl.obolibrary.org/obo/PATO_0000001	
http://purl.obolibrary.org/obo/MP_0010157	abnormal small intestinal crypt cell proliferation	http://purl.obolibrary.org/obo/GO_0008283		http://purl.obolibrary.org/obo/UBERON_0001241		http://purl.obolibrary.org/obo/PATO_0000001	
http://purl.obolibrary.org/obo/MP_0013369	abnormal sweat gland secretion	http://purl.obolibrary.org/obo/GO_0032941		http://purl.obolibrary.org/obo/UBERON_0001820		http://purl.obolibrary.org/obo/PATO_0000001	
http://purl.obolibrary.org/obo/MP_0005174	abnormal tail pigmentation	http://purl.obolibrary.org/obo/GO_0043473		http://purl.obolibrary.org/obo/UBERON_0003534		http://purl.obolibrary.org/obo/PATO_0000001	
http://purl.obolibrary.org/obo/MP_0001760	abnormal urine enzyme level	http://purl.obolibrary.org/obo/GO_0003824		http://purl.obolibrary.org/obo/UBERON_0001088		http://purl.obolibrary.org/obo/PATO_0000070	
http://purl.obolibrary.org/obo/MP_0003542	abnormal vascular endothelial cell development	http://purl.obolibrary.org/obo/GO_0048468		http://purl.obolibrary.org/obo/CL_0000071		http://purl.obolibrary.org/obo/PATO_0000001	
http://purl.obolibrary.org/obo/MP_0000507	absent digestive secretion	http://purl.obolibrary.org/obo/GO_0046903		http://purl.obolibrary.org/obo/UBERON_0001007		http://purl.obolibrary.org/obo/PATO_0000462	
http://purl.obolibrary.org/obo/MP_0008480	absent eye pigmentation	http://purl.obolibrary.org/obo/GO_0043473		http://purl.obolibrary.org/obo/UBERON_0000019		http://purl.obolibrary.org/obo/PATO_0000462	
