defined_class	defined_class_label	affected_entity_1_super	affected_entity_1_super_label	pato_id	pato_id_label
http://purl.obolibrary.org/obo/MP_0004628	Deiters cell degeneration	http://purl.obolibrary.org/obo/CL_0000635		http://purl.obolibrary.org/obo/PATO_0000639	
http://purl.obolibrary.org/obo/MP_0013445	Harderian gland atrophy	http://purl.obolibrary.org/obo/UBERON_0004187		http://purl.obolibrary.org/obo/PATO_0001623	
http://purl.obolibrary.org/obo/MP_0013443	Harderian gland hyperplasia	http://purl.obolibrary.org/obo/UBERON_0004187		http://purl.obolibrary.org/obo/PATO_0000644	
http://purl.obolibrary.org/obo/MP_0013447	Harderian gland hypertrophy	http://purl.obolibrary.org/obo/UBERON_0004187		http://purl.obolibrary.org/obo/PATO_0000584	
http://purl.obolibrary.org/obo/MP_0013444	Harderian gland hypoplasia	http://purl.obolibrary.org/obo/UBERON_0004187		http://purl.obolibrary.org/obo/PATO_0000645	
http://purl.obolibrary.org/obo/MP_0001020	L4 dorsal root ganglion hypertrophy	http://purl.obolibrary.org/obo/UBERON_0003943		http://purl.obolibrary.org/obo/PATO_0000584	
http://purl.obolibrary.org/obo/MP_0001023	L5 dorsal root ganglion hypertrophy	http://purl.obolibrary.org/obo/UBERON_0002859		http://purl.obolibrary.org/obo/PATO_0000584	
http://purl.obolibrary.org/obo/MP_0013599	Leydig cell atrophy	http://purl.obolibrary.org/obo/CL_0000178		http://purl.obolibrary.org/obo/PATO_0001623	
http://purl.obolibrary.org/obo/MP_0001152	Leydig cell hyperplasia	http://purl.obolibrary.org/obo/CL_0000178		http://purl.obolibrary.org/obo/PATO_0000644	
http://purl.obolibrary.org/obo/MP_0013598	Leydig cell hypertrophy	http://purl.obolibrary.org/obo/CL_0000178		http://purl.obolibrary.org/obo/PATO_0000584	
http://purl.obolibrary.org/obo/MP_0005536	Leydig cell hypoplasia	http://purl.obolibrary.org/obo/CL_0000178		http://purl.obolibrary.org/obo/PATO_0000645	
http://purl.obolibrary.org/obo/MP_0030373	Meckel's cartilage hyperplasia	http://purl.obolibrary.org/obo/UBERON_0003107		http://purl.obolibrary.org/obo/PATO_0000644	
http://purl.obolibrary.org/obo/MP_0030374	Meckel's cartilage hypoplasia	http://purl.obolibrary.org/obo/UBERON_0003107		http://purl.obolibrary.org/obo/PATO_0000645	
http://purl.obolibrary.org/obo/MP_0014154	Meibomian gland degeneration	http://purl.obolibrary.org/obo/UBERON_0001818		http://purl.obolibrary.org/obo/PATO_0000639	
http://purl.obolibrary.org/obo/MP_0013740	Meibomian gland hyperplasia	http://purl.obolibrary.org/obo/UBERON_0001818		http://purl.obolibrary.org/obo/PATO_0000644	
http://purl.obolibrary.org/obo/MP_0013387	Meibomian gland hypertrophy	http://purl.obolibrary.org/obo/UBERON_0001818		http://purl.obolibrary.org/obo/PATO_0000584	
http://purl.obolibrary.org/obo/MP_0013389	Meibomian gland hypoplasia	http://purl.obolibrary.org/obo/UBERON_0001818		http://purl.obolibrary.org/obo/PATO_0000645	
http://purl.obolibrary.org/obo/MP_0006426	Mullerian duct degeneration	http://purl.obolibrary.org/obo/UBERON_0003890		http://purl.obolibrary.org/obo/PATO_0002037	
http://purl.obolibrary.org/obo/MP_0000876	Purkinje cell degeneration	http://purl.obolibrary.org/obo/CL_0000121		http://purl.obolibrary.org/obo/PATO_0000639	
http://purl.obolibrary.org/obo/MP_0013350	Rathke's pouch hypoplasia	http://purl.obolibrary.org/obo/UBERON_0005356		http://purl.obolibrary.org/obo/PATO_0000645	
http://purl.obolibrary.org/obo/MP_0002776	Sertoli cell hyperplasia	http://purl.obolibrary.org/obo/CL_0000216		http://purl.obolibrary.org/obo/PATO_0000470	
http://purl.obolibrary.org/obo/MP_0005250	Sertoli cell hypoplasia	http://purl.obolibrary.org/obo/CL_0000216		http://purl.obolibrary.org/obo/PATO_0000645	
http://purl.obolibrary.org/obo/MP_0009074	Wolffian duct degeneration	http://purl.obolibrary.org/obo/UBERON_0003074		http://purl.obolibrary.org/obo/PATO_0000639	
