defined_class	defined_class_label	affected_entity_1_super	affected_entity_1_super_label	affected_entity_2_super	affected_entity_2_super_label	pato_id	pato_id_label
http://purl.obolibrary.org/obo/HP_0010704	1-2 finger syndactyly	http://purl.obolibrary.org/obo/UBERON_0001463		http://purl.obolibrary.org/obo/UBERON_0003622		http://purl.obolibrary.org/obo/PATO_0000642	
http://purl.obolibrary.org/obo/HP_0010711	1-2 toe syndactyly	http://purl.obolibrary.org/obo/UBERON_0003631		http://purl.obolibrary.org/obo/UBERON_0003632		http://purl.obolibrary.org/obo/PATO_0000642	
http://purl.obolibrary.org/obo/HP_0001233	2-3 finger syndactyly	http://purl.obolibrary.org/obo/UBERON_0003622		http://purl.obolibrary.org/obo/UBERON_0003623		http://purl.obolibrary.org/obo/PATO_0000642	
http://purl.obolibrary.org/obo/HP_0004691	2-3 toe syndactyly	http://purl.obolibrary.org/obo/UBERON_0003632		http://purl.obolibrary.org/obo/UBERON_0003633		http://purl.obolibrary.org/obo/PATO_0000642	
http://purl.obolibrary.org/obo/HP_0006097	3-4 finger syndactyly	http://purl.obolibrary.org/obo/UBERON_0003623		http://purl.obolibrary.org/obo/UBERON_0003624		http://purl.obolibrary.org/obo/PATO_0000642	
http://purl.obolibrary.org/obo/HP_0009779	3-4 toe syndactyly	http://purl.obolibrary.org/obo/UBERON_0003633		http://purl.obolibrary.org/obo/UBERON_0003634		http://purl.obolibrary.org/obo/PATO_0000642	
http://purl.obolibrary.org/obo/HP_0010705	4-5 finger syndactyly	http://purl.obolibrary.org/obo/UBERON_0003625		http://purl.obolibrary.org/obo/UBERON_0003624		http://purl.obolibrary.org/obo/PATO_0000642	
http://purl.obolibrary.org/obo/HP_0004692	4-5 toe syndactyly	http://purl.obolibrary.org/obo/UBERON_0003634		http://purl.obolibrary.org/obo/UBERON_0003635		http://purl.obolibrary.org/obo/PATO_0000642	
http://purl.obolibrary.org/obo/HP_0010966	Abnormal circulating fatty-acid anion concentration	http://purl.obolibrary.org/obo/GO_0008152		http://purl.obolibrary.org/obo/CHEBI_28868		http://purl.obolibrary.org/obo/PATO_0000001	
http://purl.obolibrary.org/obo/HP_0010965	Abnormal circulating phytanic acid level	http://purl.obolibrary.org/obo/GO_0008152		http://purl.obolibrary.org/obo/CHEBI_16285		http://purl.obolibrary.org/obo/PATO_0000001	
http://purl.obolibrary.org/obo/HP_0012261	Abnormal respiratory motile cilium physiology	http://purl.obolibrary.org/obo/CL_0002368		http://purl.obolibrary.org/obo/GO_0031514		http://purl.obolibrary.org/obo/PATO_0001509	
http://purl.obolibrary.org/obo/HP_0004342	Abnormality of galactoside metabolism	http://purl.obolibrary.org/obo/GO_0008152		http://purl.obolibrary.org/obo/CHEBI_24163		http://purl.obolibrary.org/obo/PATO_0000001	
http://purl.obolibrary.org/obo/HP_0009251	Bracket epiphysis of the distal phalanx of the 4th finger	http://purl.obolibrary.org/obo/UBERON_0004314		http://purl.obolibrary.org/obo/UBERON_0004387		http://purl.obolibrary.org/obo/PATO_0002142	
