defined_class	defined_class_label	affected_entity_1_sub	affected_entity_1_sub_label	affected_entity_1_super	affected_entity_1_super_label	pato_id	pato_id_label
http://purl.obolibrary.org/obo/MP_0013390	Meibomian gland cyst	http://purl.obolibrary.org/obo/MPATH_62		http://purl.obolibrary.org/obo/UBERON_0001818		http://purl.obolibrary.org/obo/PATO_0000470	
http://purl.obolibrary.org/obo/MP_0010659	abdominal aorta aneurysm	http://purl.obolibrary.org/obo/MP_0003279	aneurysm	http://purl.obolibrary.org/obo/UBERON_0001516		http://purl.obolibrary.org/obo/PATO_0000470	
http://purl.obolibrary.org/obo/MP_0020171	abnormal IgA level	http://purl.obolibrary.org/obo/GO_0071746		http://purl.obolibrary.org/obo/UBERON_0000178		http://purl.obolibrary.org/obo/PATO_0000070	
http://purl.obolibrary.org/obo/MP_0020172	abnormal IgD level	http://purl.obolibrary.org/obo/GO_0071739		http://purl.obolibrary.org/obo/UBERON_0000178		http://purl.obolibrary.org/obo/PATO_0000070	
http://purl.obolibrary.org/obo/MP_0020173	abnormal IgE level	http://purl.obolibrary.org/obo/GO_0071743		http://purl.obolibrary.org/obo/UBERON_0000178		http://purl.obolibrary.org/obo/PATO_0000070	
http://purl.obolibrary.org/obo/MP_0020174	abnormal IgG level	http://purl.obolibrary.org/obo/GO_0071736		http://purl.obolibrary.org/obo/UBERON_0000178		http://purl.obolibrary.org/obo/PATO_0000070	
http://purl.obolibrary.org/obo/MP_0020180	abnormal IgM level	http://purl.obolibrary.org/obo/GO_0071754		http://purl.obolibrary.org/obo/UBERON_0000178		http://purl.obolibrary.org/obo/PATO_0000070	
http://purl.obolibrary.org/obo/MP_0005040	abnormal MHC II cell surface expression on macrophages	http://purl.obolibrary.org/obo/GO_0042613		http://purl.obolibrary.org/obo/CL_0000235		http://purl.obolibrary.org/obo/PATO_0000070	
http://purl.obolibrary.org/obo/MP_0003905	abnormal aorta elastin content	http://purl.obolibrary.org/obo/PR_000007034		http://purl.obolibrary.org/obo/UBERON_0000947		http://purl.obolibrary.org/obo/PATO_0000070	
http://purl.obolibrary.org/obo/MP_0002329	abnormal blood gas level	http://purl.obolibrary.org/obo/CHEBI_25805		http://purl.obolibrary.org/obo/UBERON_0001969		http://purl.obolibrary.org/obo/PATO_0000070	
http://purl.obolibrary.org/obo/MP_0005265	abnormal blood urea nitrogen level	http://purl.obolibrary.org/obo/CHEBI_16199		http://purl.obolibrary.org/obo/UBERON_0000178		http://purl.obolibrary.org/obo/PATO_0000070	
http://purl.obolibrary.org/obo/MP_0008820	abnormal blood uric acid level	http://purl.obolibrary.org/obo/CHEBI_27226		http://purl.obolibrary.org/obo/UBERON_0000178		http://purl.obolibrary.org/obo/PATO_0000070	
http://purl.obolibrary.org/obo/MP_0000676	abnormal body water content	http://purl.obolibrary.org/obo/CHEBI_15377		http://purl.obolibrary.org/obo/UBERON_0000468		http://purl.obolibrary.org/obo/PATO_0000070	
http://purl.obolibrary.org/obo/MP_0013629	abnormal bone trabecular spacing	http://purl.obolibrary.org/obo/UBERON_0000440		http://purl.obolibrary.org/obo/UBERON_0001474		http://purl.obolibrary.org/obo/PATO_0001566	
http://purl.obolibrary.org/obo/MP_0012779	abnormal brain cholesterol level	http://purl.obolibrary.org/obo/CHEBI_16113		http://purl.obolibrary.org/obo/UBERON_0000955		http://purl.obolibrary.org/obo/PATO_0000070	
http://purl.obolibrary.org/obo/MP_0011213	abnormal brain copper level	http://purl.obolibrary.org/obo/CHEBI_28694		http://purl.obolibrary.org/obo/UBERON_0000955		http://purl.obolibrary.org/obo/PATO_0000070	
http://purl.obolibrary.org/obo/MP_0014073	abnormal brain glycogen level	http://purl.obolibrary.org/obo/CHEBI_28087		http://purl.obolibrary.org/obo/UBERON_0000955		http://purl.obolibrary.org/obo/PATO_0000070	
http://purl.obolibrary.org/obo/MP_0008811	abnormal brain iron level	http://purl.obolibrary.org/obo/CHEBI_18248		http://purl.obolibrary.org/obo/UBERON_0000955		http://purl.obolibrary.org/obo/PATO_0000070	
http://purl.obolibrary.org/obo/MP_0009616	abnormal brain zinc level	http://purl.obolibrary.org/obo/CHEBI_27363		http://purl.obolibrary.org/obo/UBERON_0000955		http://purl.obolibrary.org/obo/PATO_0000070	
http://purl.obolibrary.org/obo/MP_0011216	abnormal brainstem copper level	http://purl.obolibrary.org/obo/CHEBI_28694		http://purl.obolibrary.org/obo/UBERON_0002298		http://purl.obolibrary.org/obo/PATO_0000070	
http://purl.obolibrary.org/obo/MP_0009134	abnormal brown fat lipid droplet number	http://purl.obolibrary.org/obo/GO_0005811		http://purl.obolibrary.org/obo/UBERON_0001348		http://purl.obolibrary.org/obo/PATO_0000070	
