defined_class	defined_class_label	biological_process	biological_process_label	location	location_label
http://purl.obolibrary.org/obo/ZP_0141105	DEL decreased rate cell division, abnormal	http://purl.obolibrary.org/obo/GO_0051301	cell division	http://purl.obolibrary.org/obo/ZFA_0000711	DEL
http://purl.obolibrary.org/obo/ZP_0018027	DEL decreased rate cell migration, abnormal	http://purl.obolibrary.org/obo/GO_0016477	cell migration	http://purl.obolibrary.org/obo/ZFA_0000711	DEL
http://purl.obolibrary.org/obo/ZP_0141112	EVL decreased rate cell division, abnormal	http://purl.obolibrary.org/obo/GO_0051301	cell division	http://purl.obolibrary.org/obo/ZFA_0000086	EVL
http://purl.obolibrary.org/obo/ZP_0019523	Kupffer's vesicle decreased rate cilium movement, abnormal	http://purl.obolibrary.org/obo/GO_0003341	cilium movement	http://purl.obolibrary.org/obo/ZFA_0000001	Kupffer's vesicle
http://purl.obolibrary.org/obo/ZP_0104656	Kupffer's vesicle decreased rate vacuolar transport, abnormal	http://purl.obolibrary.org/obo/GO_0007034	vacuolar transport	http://purl.obolibrary.org/obo/ZFA_0000001	Kupffer's vesicle
http://purl.obolibrary.org/obo/ZP_0018725	Mauthner neuron decreased rate AMPA selective glutamate receptor signaling pathway, abnormal	http://purl.obolibrary.org/obo/GO_0098990	AMPA selective glutamate receptor signaling pathway	http://purl.obolibrary.org/obo/ZFA_0009149	Mauthner neuron
http://purl.obolibrary.org/obo/ZP_0102751	blood island decreased rate hematopoietic stem cell proliferation, abnormal	http://purl.obolibrary.org/obo/GO_0071425	hematopoietic stem cell proliferation	http://purl.obolibrary.org/obo/ZFA_0000094	blood island
http://purl.obolibrary.org/obo/ZP_0131091	brain decreased rate apoptotic process, abnormal	http://purl.obolibrary.org/obo/GO_0006915	apoptotic process	http://purl.obolibrary.org/obo/ZFA_0000008	brain
http://purl.obolibrary.org/obo/ZP_0019408	cardiac ventricle decreased rate cardiac muscle tissue growth, abnormal	http://purl.obolibrary.org/obo/GO_0055017	cardiac muscle tissue growth	http://purl.obolibrary.org/obo/ZFA_0000009	cardiac ventricle
http://purl.obolibrary.org/obo/ZP_0144916	caudal fin decreased rate blood circulation, abnormal	http://purl.obolibrary.org/obo/GO_0008015	blood circulation	http://purl.obolibrary.org/obo/ZFA_0001058	caudal fin
http://purl.obolibrary.org/obo/ZP_0105846	caudal fin decreased rate fin regeneration, abnormal	http://purl.obolibrary.org/obo/GO_0031101	fin regeneration	http://purl.obolibrary.org/obo/ZFA_0001058	caudal fin
http://purl.obolibrary.org/obo/ZP_0144504	caudal fin decreased rate neutrophil migration, abnormal	http://purl.obolibrary.org/obo/GO_1990266	neutrophil migration	http://purl.obolibrary.org/obo/ZFA_0001058	caudal fin
http://purl.obolibrary.org/obo/ZP_0142512	caudal fin decreased rate tissue regeneration, abnormal	http://purl.obolibrary.org/obo/GO_0042246	tissue regeneration	http://purl.obolibrary.org/obo/ZFA_0001058	caudal fin
http://purl.obolibrary.org/obo/ZP_0106270	central artery decreased rate blood vessel endothelial cell migration, abnormal	http://purl.obolibrary.org/obo/GO_0043534	blood vessel endothelial cell migration	http://purl.obolibrary.org/obo/ZFA_0005020	central artery
http://purl.obolibrary.org/obo/ZP_0139776	central canal decreased rate cerebrospinal fluid circulation, abnormal	http://purl.obolibrary.org/obo/GO_0090660	cerebrospinal fluid circulation	http://purl.obolibrary.org/obo/ZFA_0000938	central canal
http://purl.obolibrary.org/obo/ZP_0144450	cranial nerve II decreased rate axon extension, abnormal	http://purl.obolibrary.org/obo/GO_0048675	axon extension	http://purl.obolibrary.org/obo/ZFA_0000435	cranial nerve II
http://purl.obolibrary.org/obo/ZP_0021017	endothelial tip cell decreased rate blood vessel endothelial cell migration, abnormal	http://purl.obolibrary.org/obo/GO_0043534	blood vessel endothelial cell migration	http://purl.obolibrary.org/obo/ZFA_0009303	endothelial tip cell
http://purl.obolibrary.org/obo/ZP_0103184	endothelial tip cell decreased rate cell migration involved in sprouting angiogenesis, abnormal	http://purl.obolibrary.org/obo/GO_0002042	cell migration involved in sprouting angiogenesis	http://purl.obolibrary.org/obo/ZFA_0009303	endothelial tip cell
http://purl.obolibrary.org/obo/ZP_0015471	endothelial tip cell decreased rate cell population proliferation, abnormal	http://purl.obolibrary.org/obo/GO_0008283	cell population proliferation	http://purl.obolibrary.org/obo/ZFA_0009303	endothelial tip cell
http://purl.obolibrary.org/obo/ZP_0011540	enteric nervous system decreased rate neuron migration, abnormal	http://purl.obolibrary.org/obo/GO_0001764	neuron migration	http://purl.obolibrary.org/obo/ZFA_0001155	enteric nervous system
http://purl.obolibrary.org/obo/ZP_0102665	epidermis decreased rate mitotic cell cycle, abnormal	http://purl.obolibrary.org/obo/GO_0000278	mitotic cell cycle	http://purl.obolibrary.org/obo/ZFA_0000105	epidermis
http://purl.obolibrary.org/obo/ZP_0141016	female organism decreased rate fertilization, abnormal	http://purl.obolibrary.org/obo/GO_0009566	fertilization	http://purl.obolibrary.org/obo/ZFA_0000303	female organism
http://purl.obolibrary.org/obo/ZP_0103036	female organism decreased rate ovulation, abnormal	http://purl.obolibrary.org/obo/GO_0030728	ovulation	http://purl.obolibrary.org/obo/ZFA_0000303	female organism
http://purl.obolibrary.org/obo/ZP_0140422	frontal bone decreased rate bone regeneration, abnormal	http://purl.obolibrary.org/obo/GO_1990523	bone regeneration	http://purl.obolibrary.org/obo/ZFA_0000514	frontal bone
http://purl.obolibrary.org/obo/ZP_0141362	heart decreased rate blood circulation, abnormal	http://purl.obolibrary.org/obo/GO_0008015	blood circulation	http://purl.obolibrary.org/obo/ZFA_0000114	heart
http://purl.obolibrary.org/obo/ZP_0144091	heart decreased rate heart contraction, abnormal	http://purl.obolibrary.org/obo/GO_0060047	heart contraction	http://purl.obolibrary.org/obo/ZFA_0000114	heart
http://purl.obolibrary.org/obo/ZP_0143431	horizontal myoseptum decreased rate lymphatic endothelial cell migration, abnormal	http://purl.obolibrary.org/obo/GO_1904977	lymphatic endothelial cell migration	http://purl.obolibrary.org/obo/ZFA_0000671	horizontal myoseptum
