defined_class	defined_class_label	biological_process	biological_process_label	location	location_label
http://purl.obolibrary.org/obo/ZP_0104791	CaP motoneuron decreased occurrence excitatory synapse assembly, abnormal	http://purl.obolibrary.org/obo/GO_1904861	excitatory synapse assembly	http://purl.obolibrary.org/obo/ZFA_0009243	CaP motoneuron
http://purl.obolibrary.org/obo/ZP_0020574	CaP motoneuron decreased occurrence synaptic vesicle exocytosis, abnormal	http://purl.obolibrary.org/obo/GO_0016079	synaptic vesicle exocytosis	http://purl.obolibrary.org/obo/ZFA_0009243	CaP motoneuron
http://purl.obolibrary.org/obo/ZP_0102646	EVL decreased occurrence regulation of embryonic cell shape, abnormal	http://purl.obolibrary.org/obo/GO_0016476	regulation of embryonic cell shape	http://purl.obolibrary.org/obo/ZFA_0000086	EVL
http://purl.obolibrary.org/obo/ZP_0104424	GABAergic neuron decreased occurrence axon arborization, abnormal	http://purl.obolibrary.org/obo/GO_0140060	axon arborization	http://purl.obolibrary.org/obo/ZFA_0009276	GABAergic neuron
http://purl.obolibrary.org/obo/ZP_0104692	GABAergic neuron decreased occurrence http://purl.obolibrary.org/obo/GO_1904862, abnormal	http://purl.obolibrary.org/obo/GO_1904862	inhibitory synapse assembly	http://purl.obolibrary.org/obo/ZFA_0009276	GABAergic neuron
http://purl.obolibrary.org/obo/ZP_0018230	Kupffer's vesicle decreased occurrence detection of nodal flow, abnormal	http://purl.obolibrary.org/obo/GO_0003127	detection of nodal flow	http://purl.obolibrary.org/obo/ZFA_0000001	Kupffer's vesicle
http://purl.obolibrary.org/obo/ZP_0103203	Kupffer's vesicle decreased occurrence motile cilium assembly, abnormal	http://purl.obolibrary.org/obo/GO_0044458	motile cilium assembly	http://purl.obolibrary.org/obo/ZFA_0000001	Kupffer's vesicle
http://purl.obolibrary.org/obo/ZP_0102683	Kupffer's vesicle decreased occurrence tube formation, abnormal	http://purl.obolibrary.org/obo/GO_0035148	tube formation	http://purl.obolibrary.org/obo/ZFA_0000001	Kupffer's vesicle
http://purl.obolibrary.org/obo/ZP_0104280	Mauthner neuron decreased occurrence gap junction assembly, abnormal	http://purl.obolibrary.org/obo/GO_0016264	gap junction assembly	http://purl.obolibrary.org/obo/ZFA_0009149	Mauthner neuron
http://purl.obolibrary.org/obo/ZP_0017979	Mauthner neuron decreased occurrence synaptic transmission, glycinergic, abnormal	http://purl.obolibrary.org/obo/GO_0060012	synaptic transmission, glycinergic	http://purl.obolibrary.org/obo/ZFA_0009149	Mauthner neuron
