defined_class	defined_class_label	affected_entity_1_super	affected_entity_1_super_label	pato_id	pato_id_label
http://purl.obolibrary.org/obo/MP_0004628	Deiters cell degeneration	http://purl.obolibrary.org/obo/CL_0000635	Deiter's cell	http://purl.obolibrary.org/obo/PATO_0000639	degenerate
http://purl.obolibrary.org/obo/MP_0013445	Harderian gland atrophy	http://purl.obolibrary.org/obo/UBERON_0004187	Harderian gland	http://purl.obolibrary.org/obo/PATO_0001623	atrophied
http://purl.obolibrary.org/obo/MP_0013443	Harderian gland hyperplasia	http://purl.obolibrary.org/obo/UBERON_0004187	Harderian gland	http://purl.obolibrary.org/obo/PATO_0000644	hyperplastic
http://purl.obolibrary.org/obo/MP_0013447	Harderian gland hypertrophy	http://purl.obolibrary.org/obo/UBERON_0004187	Harderian gland	http://purl.obolibrary.org/obo/PATO_0000584	hypertrophic
http://purl.obolibrary.org/obo/MP_0013444	Harderian gland hypoplasia	http://purl.obolibrary.org/obo/UBERON_0004187	Harderian gland	http://purl.obolibrary.org/obo/PATO_0000645	hypoplastic
http://purl.obolibrary.org/obo/MP_0001020	L4 dorsal root ganglion hypertrophy	http://purl.obolibrary.org/obo/UBERON_0003943	fourth lumbar dorsal root ganglion	http://purl.obolibrary.org/obo/PATO_0000584	hypertrophic
http://purl.obolibrary.org/obo/MP_0001023	L5 dorsal root ganglion hypertrophy	http://purl.obolibrary.org/obo/UBERON_0002859	fifth lumbar dorsal root ganglion	http://purl.obolibrary.org/obo/PATO_0000584	hypertrophic
http://purl.obolibrary.org/obo/MP_0013599	Leydig cell atrophy	http://purl.obolibrary.org/obo/CL_0000178	Leydig cell	http://purl.obolibrary.org/obo/PATO_0001623	atrophied
http://purl.obolibrary.org/obo/MP_0001152	Leydig cell hyperplasia	http://purl.obolibrary.org/obo/CL_0000178	Leydig cell	http://purl.obolibrary.org/obo/PATO_0000644	hyperplastic
http://purl.obolibrary.org/obo/MP_0013598	Leydig cell hypertrophy	http://purl.obolibrary.org/obo/CL_0000178	Leydig cell	http://purl.obolibrary.org/obo/PATO_0000584	hypertrophic
http://purl.obolibrary.org/obo/MP_0005536	Leydig cell hypoplasia	http://purl.obolibrary.org/obo/CL_0000178	Leydig cell	http://purl.obolibrary.org/obo/PATO_0000645	hypoplastic
http://purl.obolibrary.org/obo/MP_0030373	Meckel's cartilage hyperplasia	http://purl.obolibrary.org/obo/UBERON_0003107	Meckel's cartilage	http://purl.obolibrary.org/obo/PATO_0000644	hyperplastic
http://purl.obolibrary.org/obo/MP_0030374	Meckel's cartilage hypoplasia	http://purl.obolibrary.org/obo/UBERON_0003107	Meckel's cartilage	http://purl.obolibrary.org/obo/PATO_0000645	hypoplastic
http://purl.obolibrary.org/obo/MP_0001345	Meibomian gland atrophy	http://purl.obolibrary.org/obo/UBERON_0001818	tarsal gland	http://purl.obolibrary.org/obo/PATO_0001623	atrophied
http://purl.obolibrary.org/obo/MP_0014154	Meibomian gland degeneration	http://purl.obolibrary.org/obo/UBERON_0001818	tarsal gland	http://purl.obolibrary.org/obo/PATO_0000639	degenerate
http://purl.obolibrary.org/obo/MP_0013740	Meibomian gland hyperplasia	http://purl.obolibrary.org/obo/UBERON_0001818	tarsal gland	http://purl.obolibrary.org/obo/PATO_0000644	hyperplastic
http://purl.obolibrary.org/obo/MP_0013387	Meibomian gland hypertrophy	http://purl.obolibrary.org/obo/UBERON_0001818	tarsal gland	http://purl.obolibrary.org/obo/PATO_0000584	hypertrophic
http://purl.obolibrary.org/obo/MP_0013389	Meibomian gland hypoplasia	http://purl.obolibrary.org/obo/UBERON_0001818	tarsal gland	http://purl.obolibrary.org/obo/PATO_0000645	hypoplastic
http://purl.obolibrary.org/obo/MP_0006426	Mullerian duct degeneration	http://purl.obolibrary.org/obo/UBERON_0003890	Mullerian duct	http://purl.obolibrary.org/obo/PATO_0002037	degeneration
http://purl.obolibrary.org/obo/MP_0000876	Purkinje cell degeneration	http://purl.obolibrary.org/obo/CL_0000121	Purkinje cell	http://purl.obolibrary.org/obo/PATO_0000639	degenerate
http://purl.obolibrary.org/obo/MP_0013350	Rathke's pouch hypoplasia	http://purl.obolibrary.org/obo/UBERON_0005356	Rathke's pouch	http://purl.obolibrary.org/obo/PATO_0000645	hypoplastic
http://purl.obolibrary.org/obo/MP_0002776	Sertoli cell hyperplasia	http://purl.obolibrary.org/obo/CL_0000216	Sertoli cell	http://purl.obolibrary.org/obo/PATO_0000470	increased amount
http://purl.obolibrary.org/obo/MP_0005250	Sertoli cell hypoplasia	http://purl.obolibrary.org/obo/CL_0000216	Sertoli cell	http://purl.obolibrary.org/obo/PATO_0000645	hypoplastic
http://purl.obolibrary.org/obo/MP_0009074	Wolffian duct degeneration	http://purl.obolibrary.org/obo/UBERON_0003074	mesonephric duct	http://purl.obolibrary.org/obo/PATO_0000639	degenerate
http://purl.obolibrary.org/obo/MP_0012643	abnormal 5-aminolevulinate synthase activity	http://purl.obolibrary.org/obo/GO_0003870	5-aminolevulinate synthase activity	http://purl.obolibrary.org/obo/PATO_0000001	quality
http://purl.obolibrary.org/obo/MP_0030566	abnormal A band morphology	http://purl.obolibrary.org/obo/GO_0031672	A band	http://purl.obolibrary.org/obo/PATO_0000051	morphology
http://purl.obolibrary.org/obo/MP_0000815	abnormal Ammon gyrus morphology	http://purl.obolibrary.org/obo/UBERON_0001954	Ammon's horn	http://purl.obolibrary.org/obo/PATO_0000051	morphology
http://purl.obolibrary.org/obo/MP_0004939	abnormal B cell morphology	http://purl.obolibrary.org/obo/CL_0000236	B cell	http://purl.obolibrary.org/obo/PATO_0000051	morphology
http://purl.obolibrary.org/obo/MP_0002458	abnormal B cell number	http://purl.obolibrary.org/obo/CL_0000236	B cell	http://purl.obolibrary.org/obo/PATO_0000070	amount
http://purl.obolibrary.org/obo/MP_0002459	abnormal B cell physiology	http://purl.obolibrary.org/obo/CL_0000236	B cell	http://purl.obolibrary.org/obo/PATO_0001509	functionality
http://purl.obolibrary.org/obo/MP_0004940	abnormal B-1 B cell morphology	http://purl.obolibrary.org/obo/CL_0000819	B-1 B cell	http://purl.obolibrary.org/obo/PATO_0000051	morphology
http://purl.obolibrary.org/obo/MP_0004976	abnormal B-1 B cell number	http://purl.obolibrary.org/obo/CL_0000819	B-1 B cell	http://purl.obolibrary.org/obo/PATO_0000070	amount
http://purl.obolibrary.org/obo/MP_0008164	abnormal B-1a B cell morphology	http://purl.obolibrary.org/obo/CL_0000820	B-1a B cell	http://purl.obolibrary.org/obo/PATO_0000051	morphology
http://purl.obolibrary.org/obo/MP_0008165	abnormal B-1b B cell morphology	http://purl.obolibrary.org/obo/CL_0000821	B-1b B cell	http://purl.obolibrary.org/obo/PATO_0000051	morphology
http://purl.obolibrary.org/obo/MP_0008166	abnormal B-2 B cell morphology	http://purl.obolibrary.org/obo/CL_0000822	B-2 B cell	http://purl.obolibrary.org/obo/PATO_0000051	morphology
http://purl.obolibrary.org/obo/MP_0010517	abnormal Bachmann's bundle morphology	http://purl.obolibrary.org/obo/UBERON_0005982	Bachmann's bundle	http://purl.obolibrary.org/obo/PATO_0000051	morphology
http://purl.obolibrary.org/obo/MP_0011787	abnormal Bartholin's gland morphology	http://purl.obolibrary.org/obo/UBERON_0000460	major vestibular gland	http://purl.obolibrary.org/obo/PATO_0000051	morphology
