defined_class	id
http://purl.obolibrary.org/obo/UPHENO_0047542	http://purl.obolibrary.org/obo/UBERON_0005893-abnormalFractureOfAnatomicalEntity.tsv
http://purl.obolibrary.org/obo/UPHENO_0047543	http://purl.obolibrary.org/obo/UBERON_0004121-abnormalFractureOfAnatomicalEntity.tsv
http://purl.obolibrary.org/obo/UPHENO_0047544	http://purl.obolibrary.org/obo/UBERON_0005156-abnormalFractureOfAnatomicalEntity.tsv
http://purl.obolibrary.org/obo/UPHENO_0047545	http://purl.obolibrary.org/obo/UBERON_0000061-abnormalFractureOfAnatomicalEntity.tsv
http://purl.obolibrary.org/obo/UPHENO_0047546	http://purl.obolibrary.org/obo/UBERON_0000062-abnormalFractureOfAnatomicalEntity.tsv
http://purl.obolibrary.org/obo/UPHENO_0047547	http://purl.obolibrary.org/obo/UBERON_0010313-abnormalFractureOfAnatomicalEntity.tsv
http://purl.obolibrary.org/obo/UPHENO_0047548	http://purl.obolibrary.org/obo/UBERON_0004120-abnormalFractureOfAnatomicalEntity.tsv
http://purl.obolibrary.org/obo/UPHENO_0047549	http://purl.obolibrary.org/obo/UBERON_0010314-abnormalFractureOfAnatomicalEntity.tsv
http://purl.obolibrary.org/obo/UPHENO_0047550	http://purl.obolibrary.org/obo/UBERON_0000981-abnormalFractureOfAnatomicalEntity.tsv
http://purl.obolibrary.org/obo/UPHENO_0047551	http://purl.obolibrary.org/obo/UBERON_0000465-abnormalFractureOfAnatomicalEntity.tsv
http://purl.obolibrary.org/obo/UPHENO_0047552	http://purl.obolibrary.org/obo/UBERON_0000047-abnormalFractureOfAnatomicalEntity.tsv
http://purl.obolibrary.org/obo/UPHENO_0047553	http://purl.obolibrary.org/obo/UBERON_0004765-abnormalFractureOfAnatomicalEntity.tsv
http://purl.obolibrary.org/obo/UPHENO_0047554	http://purl.obolibrary.org/obo/UBERON_0000020-abnormalFractureOfAnatomicalEntity.tsv
http://purl.obolibrary.org/obo/UPHENO_0047555	http://purl.obolibrary.org/obo/UBERON_0000064-abnormalFractureOfAnatomicalEntity.tsv
http://purl.obolibrary.org/obo/UPHENO_0047556	http://purl.obolibrary.org/obo/UBERON_0008202-abnormalFractureOfAnatomicalEntity.tsv
http://purl.obolibrary.org/obo/UPHENO_0047557	http://purl.obolibrary.org/obo/UBERON_0001474-abnormalFractureOfAnatomicalEntity.tsv
http://purl.obolibrary.org/obo/UPHENO_0047558	http://purl.obolibrary.org/obo/UBERON_0001804-abnormalFractureOfAnatomicalEntity.tsv
http://purl.obolibrary.org/obo/UPHENO_0047559	http://purl.obolibrary.org/obo/UBERON_0003608-abnormalFractureOfAnatomicalEntity.tsv
http://purl.obolibrary.org/obo/UPHENO_0047560	http://purl.obolibrary.org/obo/UBERON_0003606-abnormalFractureOfAnatomicalEntity.tsv
http://purl.obolibrary.org/obo/UPHENO_0047561	http://purl.obolibrary.org/obo/UBERON_0003826-abnormalFractureOfAnatomicalEntity.tsv
http://purl.obolibrary.org/obo/UPHENO_0047562	http://purl.obolibrary.org/obo/UBERON_0015052-abnormalFractureOfAnatomicalEntity.tsv
http://purl.obolibrary.org/obo/UPHENO_0047563	http://purl.obolibrary.org/obo/UBERON_0000019-abnormalFractureOfAnatomicalEntity.tsv
http://purl.obolibrary.org/obo/UPHENO_0047564	http://purl.obolibrary.org/obo/UBERON_0010363-abnormalFractureOfAnatomicalEntity.tsv
http://purl.obolibrary.org/obo/UPHENO_0047565	http://purl.obolibrary.org/obo/UBERON_0010000-abnormalFractureOfAnatomicalEntity.tsv
http://purl.obolibrary.org/obo/UPHENO_0047566	http://purl.obolibrary.org/obo/UBERON_0015019-abnormalFractureOfAnatomicalEntity.tsv
http://purl.obolibrary.org/obo/UPHENO_0047567	http://purl.obolibrary.org/obo/UBERON_0010740-abnormalFractureOfAnatomicalEntity.tsv
http://purl.obolibrary.org/obo/UPHENO_0047568	http://purl.obolibrary.org/obo/UBERON_0015212-abnormalFractureOfAnatomicalEntity.tsv
http://purl.obolibrary.org/obo/UPHENO_0047569	http://purl.obolibrary.org/obo/UBERON_0001062-abnormalFractureOfAnatomicalEntity.tsv
http://purl.obolibrary.org/obo/UPHENO_0047570	http://purl.obolibrary.org/obo/UBERON_0004375-abnormalFractureOfAnatomicalEntity.tsv
http://purl.obolibrary.org/obo/UPHENO_0047571	http://purl.obolibrary.org/obo/UBERON_0010742-abnormalFractureOfAnatomicalEntity.tsv
http://purl.obolibrary.org/obo/UPHENO_0047572	http://purl.obolibrary.org/obo/UBERON_0007844-abnormalFractureOfAnatomicalEntity.tsv
http://purl.obolibrary.org/obo/UPHENO_0047573	http://purl.obolibrary.org/obo/UBERON_0013515-abnormalFractureOfAnatomicalEntity.tsv
http://purl.obolibrary.org/obo/UPHENO_0047574	http://purl.obolibrary.org/obo/UBERON_0000970-abnormalFractureOfAnatomicalEntity.tsv
http://purl.obolibrary.org/obo/UPHENO_0047575	http://purl.obolibrary.org/obo/UBERON_0003107-abnormalFractureOfAnatomicalEntity.tsv
http://purl.obolibrary.org/obo/UPHENO_0047576	http://purl.obolibrary.org/obo/UBERON_0000476-abnormalFractureOfAnatomicalEntity.tsv
http://purl.obolibrary.org/obo/UPHENO_0047577	http://purl.obolibrary.org/obo/UBERON_0002513-abnormalFractureOfAnatomicalEntity.tsv
http://purl.obolibrary.org/obo/UPHENO_0047578	http://purl.obolibrary.org/obo/UBERON_0000995-abnormalFractureOfAnatomicalEntity.tsv
http://purl.obolibrary.org/obo/UPHENO_0047579	http://purl.obolibrary.org/obo/UBERON_0002495-abnormalFractureOfAnatomicalEntity.tsv
http://purl.obolibrary.org/obo/UPHENO_0047580	http://purl.obolibrary.org/obo/UBERON_0005764-abnormalFractureOfAnatomicalEntity.tsv
http://purl.obolibrary.org/obo/UPHENO_0047581	http://purl.obolibrary.org/obo/UBERON_0003464-abnormalFractureOfAnatomicalEntity.tsv
http://purl.obolibrary.org/obo/UPHENO_0047582	http://purl.obolibrary.org/obo/UBERON_0015022-abnormalFractureOfAnatomicalEntity.tsv
http://purl.obolibrary.org/obo/UPHENO_0047583	http://purl.obolibrary.org/obo/UBERON_0015061-abnormalFractureOfAnatomicalEntity.tsv
http://purl.obolibrary.org/obo/UPHENO_0047584	http://purl.obolibrary.org/obo/UBERON_0002228-abnormalFractureOfAnatomicalEntity.tsv
http://purl.obolibrary.org/obo/UPHENO_0047585	http://purl.obolibrary.org/obo/UBERON_0003933-abnormalFractureOfAnatomicalEntity.tsv
http://purl.obolibrary.org/obo/UPHENO_0047586	http://purl.obolibrary.org/obo/UBERON_0002428-abnormalFractureOfAnatomicalEntity.tsv
http://purl.obolibrary.org/obo/UPHENO_0047587	http://purl.obolibrary.org/obo/UBERON_0013522-abnormalFractureOfAnatomicalEntity.tsv
http://purl.obolibrary.org/obo/UPHENO_0047588	http://purl.obolibrary.org/obo/UBERON_0013765-abnormalFractureOfAnatomicalEntity.tsv
http://purl.obolibrary.org/obo/UPHENO_0047589	http://purl.obolibrary.org/obo/UBERON_0011004-abnormalFractureOfAnatomicalEntity.tsv
http://purl.obolibrary.org/obo/UPHENO_0047590	http://purl.obolibrary.org/obo/UBERON_0005055-abnormalFractureOfAnatomicalEntity.tsv
http://purl.obolibrary.org/obo/UPHENO_0047591	http://purl.obolibrary.org/obo/UBERON_0034944-abnormalFractureOfAnatomicalEntity.tsv
http://purl.obolibrary.org/obo/UPHENO_0047592	http://purl.obolibrary.org/obo/UBERON_0004446-abnormalFractureOfAnatomicalEntity.tsv
http://purl.obolibrary.org/obo/UPHENO_0047593	http://purl.obolibrary.org/obo/UBERON_0004389-abnormalFractureOfAnatomicalEntity.tsv
http://purl.obolibrary.org/obo/UPHENO_0047594	http://purl.obolibrary.org/obo/UBERON_0004387-abnormalFractureOfAnatomicalEntity.tsv
http://purl.obolibrary.org/obo/UPHENO_0047595	http://purl.obolibrary.org/obo/UBERON_0008962-abnormalFractureOfAnatomicalEntity.tsv
http://purl.obolibrary.org/obo/UPHENO_0047596	http://purl.obolibrary.org/obo/UBERON_0015053-abnormalFractureOfAnatomicalEntity.tsv
