defined_class	defined_class_label	affected_entity_1_super	affected_entity_1_super_label	affected_entity_2_super	affected_entity_2_super_label	pato_id	pato_id_label
http://purl.obolibrary.org/obo/MP_0001105	abnormal PNS glial cell morphology	http://purl.obolibrary.org/obo/UBERON_0000010	peripheral nervous system	http://purl.obolibrary.org/obo/CL_0000243	obsolete glial cell (sensu Vertebrata)	http://purl.obolibrary.org/obo/PATO_0000001	quality
http://purl.obolibrary.org/obo/MP_0004210	abnormal bitter taste sensitivity	http://purl.obolibrary.org/obo/UBERON_0000468	multicellular organism	http://purl.obolibrary.org/obo/GO_0050913	sensory perception of bitter taste	http://purl.obolibrary.org/obo/PATO_0000085	sensitivity toward
http://purl.obolibrary.org/obo/MP_0002999	abnormal bone healing	http://purl.obolibrary.org/obo/GO_0042060	wound healing	http://purl.obolibrary.org/obo/UBERON_0001474	bone element	http://purl.obolibrary.org/obo/PATO_0000001	quality
http://purl.obolibrary.org/obo/MP_0010122	abnormal bone mineral content	http://purl.obolibrary.org/obo/UBERON_0001474	bone element	http://purl.obolibrary.org/obo/CHEBI_46662	mineral	http://purl.obolibrary.org/obo/PATO_0000025	composition
http://purl.obolibrary.org/obo/MP_0020861	abnormal corneal wound healing	http://purl.obolibrary.org/obo/GO_0042060	wound healing	http://purl.obolibrary.org/obo/UBERON_0000964	cornea	http://purl.obolibrary.org/obo/PATO_0000001	quality
http://purl.obolibrary.org/obo/MP_0001588	abnormal hemoglobin	http://purl.obolibrary.org/obo/CL_0000232	erythrocyte	http://purl.obolibrary.org/obo/CHEBI_35143	hemoglobin	http://purl.obolibrary.org/obo/PATO_0000001	quality
http://purl.obolibrary.org/obo/MP_0009660	abnormal induced retina neovascularization	http://purl.obolibrary.org/obo/UBERON_0000966	retina	http://purl.obolibrary.org/obo/GO_0001974	blood vessel remodeling	http://purl.obolibrary.org/obo/PATO_0000077	response to
http://purl.obolibrary.org/obo/MP_0008828	abnormal lymph node cell ratio	http://purl.obolibrary.org/obo/UBERON_0000029	lymph node	http://purl.obolibrary.org/obo/GO_0005623	obsolete cell	http://purl.obolibrary.org/obo/PATO_0001470	proportionality to
http://purl.obolibrary.org/obo/MP_0009587	abnormal plasma membrane sphingolipid content	http://purl.obolibrary.org/obo/GO_0005886	plasma membrane	http://purl.obolibrary.org/obo/CHEBI_26739	sphingolipid	http://purl.obolibrary.org/obo/PATO_0000025	composition
http://purl.obolibrary.org/obo/MP_0003033	abnormal pulmonary vascular resistance	http://purl.obolibrary.org/obo/UBERON_0003512	lung blood vessel	http://purl.obolibrary.org/obo/GO_0008015	blood circulation	http://purl.obolibrary.org/obo/PATO_0001046	resistance to
http://purl.obolibrary.org/obo/MP_0005529	abnormal renal vascular resistance	http://purl.obolibrary.org/obo/UBERON_0003517	kidney blood vessel	http://purl.obolibrary.org/obo/GO_0008015	blood circulation	http://purl.obolibrary.org/obo/PATO_0001046	resistance to
http://purl.obolibrary.org/obo/MP_0004212	abnormal salty taste sensitivity	http://purl.obolibrary.org/obo/UBERON_0000468	multicellular organism	http://purl.obolibrary.org/obo/GO_0050914	sensory perception of salty taste	http://purl.obolibrary.org/obo/PATO_0000085	sensitivity toward
http://purl.obolibrary.org/obo/MP_0004211	abnormal sour taste sensitivity	http://purl.obolibrary.org/obo/UBERON_0000468	multicellular organism	http://purl.obolibrary.org/obo/GO_0050915	sensory perception of sour taste	http://purl.obolibrary.org/obo/PATO_0000085	sensitivity toward
